900,581,50,164
900,608,50,43
900,672,50,51
900,740,50,56
900,829,50,62
900,948,50,65
900,1247,50,64
900,941,50,65
900,830,50,62
900,714,50,57
900,622,50,59
900,551,50,57
900,516,50,62
900,522,50,62
900,525,50,64
900,544,50,63
900,586,50,66
900,654,50,71
900,725,50,77
900,791,50,86
900,832,50,163
900,855,50,162
900,854,50,113
900,854,50,113
900,851,50,163
900,852,50,163
900,851,50,163
900,852,50,163
900,849,50,117
900,849,50,162
900,852,50,95
900,851,50,162
900,849,50,97
900,851,50,162
900,850,50,109
900,849,50,162
900,849,50,162
900,850,50,163
900,850,50,163
900,850,50,163
900,849,50,163
900,851,50,162
900,849,50,162
900,848,50,102
900,850,50,111
900,849,50,102
900,851,50,98
900,849,50,94
900,851,50,78
900,849,50,75
900,850,50,75
