900,534,50,164
900,532,50,36
900,602,50,50
900,598,50,60
900,603,50,67
900,603,50,79
900,601,50,78
900,602,50,79
900,604,50,80
900,603,50,76
900,602,50,75
900,602,50,76
900,604,50,80
900,601,50,81
900,602,50,68
900,603,50,70
900,601,50,69
900,602,50,85
900,604,50,80
900,603,50,76
900,602,50,76
900,603,50,76
900,604,50,78
900,602,50,81
900,600,50,75
900,602,50,76
900,604,50,82
900,602,50,91
900,602,50,82
900,604,50,88
900,604,50,82
900,603,50,88
900,601,50,81
900,604,50,81
900,602,50,82
900,601,50,82
900,602,50,84
900,604,50,79
900,604,50,79
900,603,50,80
900,602,50,80
900,603,50,80
900,603,50,91
900,602,50,78
900,604,50,76
900,604,50,76
