900,2010,50,105
900,2097,50,159
900,2170,50,162
900,2185,50,162
900,2164,50,162
900,2084,50,162
900,2004,50,162
900,1913,50,162
900,1824,50,163
900,1669,50,163
900,1484,50,163
900,1369,50,164
900,1296,50,164
900,1188,50,164
900,925,50,164
900,613,50,162
900,421,50,162
900,288,50,162
900,281,50,162
900,388,50,162
900,680,50,162
900,1085,50,164
900,1418,50,163
900,1645,50,164
900,1794,50,163
900,1814,50,161
900,1769,50,143
900,1641,50,102
900,1411,50,74
900,1134,50,75
900,790,50,82
900,624,50,67
900,703,50,162
900,945,50,152
900,1236,50,129
900,1402,50,89
900,1504,50,163
900,1512,50,67
900,1446,50,164
900,1323,50,163
900,1110,50,165
900,852,50,163
900,675,50,162
900,723,50,163
900,973,50,164
900,1211,50,164
900,1362,50,164
900,1437,50,164
900,1415,50,164
900,1331,50,164
900,1176,50,164
900,945,50,164
900,710,50,163
900,663,50,162
900,795,50,163
900,1090,50,164
900,1295,50,164
900,1411,50,164
900,1456,50,163
900,1421,50,163
900,1321,50,164
900,1139,50,148
900,887,50,94
900,694,50,101
900,720,50,62
