0,3438,150,107
0,3418,150,107
0,3474,150,109
0,3495,150,113
0,3401,150,120
0,3293,150,129
0,3344,150,142
0,3230,150,147
0,3286,150,145
0,3392,150,141
0,3482,150,137
0,3502,150,135
0,3459,150,135
0,3413,150,137
0,3483,150,139
0,18,150,138
0,33,150,134
0,6,150,131
0,3575,150,129
0,3,150,130
0,49,150,133
0,71,150,138
0,49,150,141
0,3574,150,142
0,3532,150,140
0,3559,150,140
0,3581,150,140
0,3552,150,142
0,3472,150,146
0,3414,150,149
0,3487,150,149
0,3540,150,146
0,3544,150,142
0,3525,150,140
0,3535,150,138
0,3552,150,137
0,2,150,137
0,14,150,137
0,3598,150,134
0,3580,150,130
0,3597,150,127
0,16,150,126
0,21,150,129
0,13,150,133
0,4,150,139
0,14,150,142
0,29,150,143
0,16,150,144
0,3598,150,145
0,3573,150,147
0,3579,150,150
0,3598,150,152
0,3581,150,153
0,3523,150,151
0,3490,150,148
0,3490,150,144
0,3510,150,141
0,3506,150,139
0,3442,150,137
0,3410,150,135
0,3460,150,132
0,3562,150,129
0,3573,150,126
0,3554,150,126
