0,20,150,112,10.4
0,35,150,116,10.4
0,46,150,121,10.4
0,16,150,129,10.4
0,3489,150,135,10.4
0,3457,150,144,10.4
0,3505,150,153,10.4
0,3535,150,160,10.4
0,3521,150,164,10.4
0,3514,150,169,10.4
0,3517,150,173,10.4
0,3576,150,177,10.4
0,3,150,176,10.4
0,3579,150,173,10.4
0,3553,150,167,10.4
0,3527,150,162,10.4
0,3539,150,157,10.4
0,3539,150,153,10.4
0,3537,150,151,10.4
0,3520,150,145,10.4
0,3540,150,139,10.4
0,7,150,131,10.4
0,27,150,127,10.4
0,15,150,126,10.4
0,8,150,130,10.4
0,3,150,136,10.4
0,17,150,142,10.4
0,28,150,150,10.4
0,16,150,153,10.4
0,3586,150,155,10.4
0,3569,150,157,10.4
0,0,150,158,10.4
0,11,150,160,10.4
0,3569,150,160,10.4
0,3510,150,157,10.4
0,3485,150,153,10.4
0,3518,150,148,10.4
0,3535,150,143,10.4
0,3547,150,139,10.4
0,3496,150,136,10.4
0,3499,150,136,10.4
0,2,150,137,10.4
0,25,150,139,10.4
0,10,150,140,10.4
0,3584,150,142,10.4
0,0,150,144,10.4
0,29,150,149,10.4
0,61,150,153,10.4
0,56,150,156,10.4
0,30,150,157,10.4
0,5,150,157,10.4
0,4,150,154,10.4
0,18,150,151,10.4
0,16,150,149,10.4
0,3591,150,146,10.4
0,3546,150,144,10.4
0,3563,150,141,10.4
0,20,150,138,10.4
0,19,150,135,10.4
0,3588,150,135,10.4
0,3548,150,136,10.4
0,3555,150,139,10.4
0,18,150,144,10.4
0,69,150,149,10.4
0,57,150,153,10.4
0,23,150,156,10.4
0,8,150,158,10.4
0,35,150,159,10.4
0,57,150,159,10.4
0,46,150,157,10.4
0,17,150,155,10.4
