0,3483,150,152
0,3460,150,148
0,3463,150,144
0,3470,150,141
0,3475,150,139
0,3485,150,139
0,3532,150,140
0,3594,150,144
0,31,150,148
0,40,150,152
0,43,150,155
0,60,150,159
0,93,150,163
0,121,150,166
0,127,150,166
0,107,150,165
0,69,150,163
0,17,150,156
0,3577,150,151
0,3555,150,146
0,3503,150,140
0,3418,150,135
0,3350,150,133
0,3383,150,131
0,3479,150,132
0,3538,150,135
0,3507,150,142
0,3491,150,150
0,3594,150,161
0,46,150,169
0,70,150,176
0,70,150,182
0,71,150,185
0,90,150,185
0,104,150,183
0,95,150,180
0,64,150,175
0,5,150,172
0,43,150,168
0,41,150,163
0,3594,150,154
0,3518,150,144
0,3457,150,135
0,3439,150,127
0,3442,150,122
0,3460,150,121
0,3503,150,121
0,3549,150,124
0,3590,150,129
0,11,150,136
0,17,150,147
0,47,150,159
0,79,150,173
0,96,150,184
0,103,150,193
0,107,150,200
