900,917,50,164
900,913,50,164
900,907,50,164
900,849,50,164
900,813,50,163
900,1175,50,164
900,1506,50,163
900,1764,50,163
900,1876,50,163
900,1905,50,163
900,1861,50,163
900,1749,50,163
900,1544,50,163
900,1228,50,164
900,976,50,164
900,899,50,164
900,930,50,164
900,937,50,164
900,935,50,164
900,907,50,164
900,636,50,162
900,306,50,162
900,254,50,162
900,414,50,153
900,680,50,134
900,1006,50,142
900,1222,50,131
900,1366,50,89
900,1391,50,88
900,1342,50,97
900,1225,50,80
900,1015,50,113
900,900,50,163
900,900,50,163
900,917,50,163
900,917,50,164
900,917,50,164
900,890,50,164
900,588,50,163
900,119,50,162
900,3423,50,162
900,83,50,162
900,276,50,162
900,571,50,162
900,817,50,164
900,1065,50,164
900,1205,50,164
900,1251,50,164
900,1212,50,165
900,1112,50,164
900,971,50,164
900,888,50,164
900,896,50,164
900,917,50,155
900,917,50,164
900,917,50,140
900,914,50,107
900,917,50,92
