0,2559,150,104
0,2574,150,59
0,2575,150,133
0,2546,150,100
0,2540,150,173
0,2531,150,179
0,2554,150,185
0,2594,150,188
0,2617,150,190
0,2621,150,192
0,2641,150,185
0,2699,150,178
0,2756,150,170
0,2802,150,161
0,2836,150,151
0,2853,150,142
0,2884,150,133
0,2921,150,122
0,2992,150,113
0,3070,150,106
0,3156,150,102
0,3224,150,102
0,3306,150,106
0,3409,150,113
0,15,150,121
0,79,150,131
0,122,150,142
0,116,150,151
0,91,150,159
0,99,150,166
0,135,150,174
0,158,150,179
0,123,150,184
0,57,150,186
0,3599,150,186
0,3599,150,184
0,3,150,181
0,3559,150,177
0,3456,150,174
0,3384,150,170
0,3386,150,166
0,3403,150,159
0,3390,150,152
0,3364,150,144
0,3375,150,137
0,3423,150,130
0,3472,150,124
0,3492,150,120
0,3459,150,119
0,3499,150,119
0,19,150,121
0,33,150,125
0,18,150,131
0,2,150,138
0,3592-150,148
0,25,150,155
0,41,150,162
0,9,150,166
0,3507,150,174
0,3472,150,178
0,3513-150,181
0,3529,150,184
0,3471,150,185
0,3374,150,184
0,3363,150,183
0,3419,150,179
0,3456,150,174
