0,3437,150,152
0,3500,150,152
0,3517,150,152
0,3481,150,152
0,3432,150,152
0,3421,150,152
0,3469,150,150
0,3485,150,148
0,3476,150,144
0,3462,150,141
0,3496,150,139
0,3537,150,140
0,3590,150,144
0,9,150,149
0,0,150,152
0,3567,150,154
0,3555,150,155
0,3592,150,155
0,16,150,156
0,1,150,157
0,3550,150,157
0,3526,150,155
0,3544,150,151
0,3563,150,144
0,3516,150,139
0,3476,150,135
0,3464,150,136
0,3527,150,139
0,4,150,144
0,3584,150,147
0,3520,150,152
0,3547,150,154
0,3577,150,157
0,21,150,98
0,25,150,163
0,3544,150,164
0,3535,150,165
0,3527,150,165
0,3584,150,161
0,3538,150,157
0,3488,150,153
0,3452,150,149
0,3460,150,145
0,3442,150,141
0,3422,150,138
0,3409,150,136
0,3505,150,136
0,13,150,139
0,11,150,145
0,3573,150,152
