900,636,150,106
900,570,150,153
900,561,150,152
900,621,150,150
900,845,150,148
900,884,150,145
900,901,150,141
900,901,150,136
900,887,150,130
900,879,150,125
900,890,150,122
900,917,150,122
900,950,150,125
900,960,150,129
900,948,150,133
900,917,150,137
900,886,150,140
900,862,150,144
900,861,150,150
900,878,150,155
900,899,150,161
900,903,150,136
900,884,150,167
900,854,150,140
900,672,150,168
900,642,150,167
900,678,150,166
900,847,150,165
900,859,150,163
900,858,150,159
900,842,150,152
900,677,150,147
900,656,150,141
900,843,150,134
900,872,150,130
900,903,150,127
900,917,150,124
900,913,150,123
900,898,150,123
900,886,150,125
900,881,150,129
900,888,150,135
900,899,150,141
900,905,150,147
900,904,150,152
900,897,150,155
900,886,150,160
900,880,150,162
900,886,150,165
900,898,150,167
900,912,150,170
900,913,150,170
900,903,150,171
900,889,150,170
900,881,150,169
900,878,150,168
900,886,150,166
900,895,150,164
900,899,150,162
900,895,150,159
900,886,150,154
900,874,150,148
900,870,150,142
900,874,150,137
900,883,150,132
900,894,150,128
900,899,150,124
900,898,150,124
